FID,X,Y,Aspect,DEM,DisToLinea,LineaDen,NDVI,Plan_Curva,Profile_Cu,Slope,Slope_Leng,STI,SPI,TPI,TWI,VRM,LULC_2015,habitat,GDP,DisFromRiv,DisFromRoa
201,109.917988,31.541377,120.3789978,2151,1578.349976,0.0662745,0.387515,-0.0052432,0.0019505,29.2600994,42.4263992,0.205573,90.5767975,9.5945902,3.6824901,0.0041232,2,100,153,8698.339844,16968.19922
202,109.918304,31.54138,126.572998,2136,1583.189941,0.0662745,0.378487,-0.0045084,0.0023861,32.7549019,42.4263992,0.705994,254.1410065,6.5675702,2.6508,0.003336,2,100,153,8719.889648,16962.19922
203,109.91862,31.541382,130.6009979,2120,1588.579956,0.0662745,0.372927,-0.0009868,0.0023172,37.5349007,84.8527985,0.806607,-14.9129,4.5405402,11.4076004,0.0029457,2,100,153,8741.490234,16956.19922
204,109.918936,31.541385,132.5099945,2101,1594.52002,0.0662745,0.391285,0.0007675,-0.0005506,39.1436005,84.8527985,0.70559,708.5139771,-0.486486,2.43645,0.0011772,2,100,153,8763.129883,16950.30078
205,109.919252,31.541388,132.9550018,2084,1601,0.0662745,0.410295,0.0034079,-0.0038902,33.4403,127.2789993,0.548169,-246.1929932,-4.5675702,11.6952,0.006125,2,100,153,8784.830078,16944.5
206,109.919568,31.54139,128.9909973,2072,1608.01001,0.0662745,0.420072,0.0005222,-0.0027052,24.2423992,127.2789993,0.525445,-148.2420044,-4.4324298,11.6952,0.0031799,2,100,153,8806.570313,16938.59961
207,109.919884,31.541393,141.3399963,2063,1615.550049,0.0662745,0.422503,-0.0123796,0.0032467,23.1163998,127.2789993,0.608613,251.2859955,-1.27027,4.0483899,0.006292,2,100,153,8828.360352,16932.90039
208,109.9202,31.541396,150.8029938,2056,1623.609985,0.0662745,0.420396,-0.0047141,0.0041007,32.989399,169.7059937,0.529138,-122963,3.6486499,12.7068005,0.0098164,2,100,153,8850.200195,16927.19922
209,109.920516,31.541398,146.9290009,2044,1632.180054,0.0662745,0.426529,0.0002359,0.0011308,40.5374985,72.4263992,1.00559,-28.1581993,2.6486499,11.4076004,0.0015064,2,100,153,8872.089844,16921.5
210,109.920832,31.541401,145.0079956,2028,1641.25,0.0662745,0.426073,0.0023367,-0.0019243,39.1376991,42.4263992,1.59293,451.1000061,-3.7297299,2.0769999,0.0038725,2,100,153,8894.030273,16915.90039
211,109.921148,31.541404,151.9279938,2016,1650.819946,0.0662745,0.425938,-0.0008142,-0.0026231,29.5387993,199.7059937,1.05453,1232.979981,-7.8378401,4.8151002,0.0078289,2,100,153,8916.009766,16910.30078
212,109.921464,31.541406,171.572998,2012,1660.869995,0.0662745,0.434569,-0.0042227,0.0001918,24.4612999,204.8529968,0.730245,-286.0379944,-5.6756802,12.7938995,0.004393,2,100,153,8938.040039,16904.80078
213,109.92178,31.541409,186.3399963,2012,1671.410034,0.0662745,0.428381,-0.0040551,-0.000292,24.3596001,90,0.661905,-117.1039963,-1.32432,11.6952,0.0015636,2,100,153,8960.110352,16899.30078
214,109.922096,31.541412,194.0359955,2015,1682.410034,0.0662745,0.404449,-0.0011096,0.0012395,22.4069004,60,0.218996,39.7307014,5.02703,5.3174901,0.0017974,2,100,153,8982.230469,16893.90039
215,109.922412,31.541414,184.9700012,2018,1693.869995,0.0658583,0.382621,0.0054123,0.0023717,21.0457001,30,0.116871,-83.0972977,12.7026997,11.0021,0.0069593,2,100,153,9004.400391,16888.59961
216,109.922728,31.541417,156.8009949,2017,1705.780029,0.0654087,0.35953,0.0102127,0.0031741,20.8463001,0,0.492391,-66.1252975,19.6215992,10.309,0.0180543,2,100,153,9026.610352,16883.30078
217,109.923044,31.54142,129.401001,2009,1718.140015,0.0649543,0.340284,0.0059777,0.0057504,31.1287003,42.4263992,0,-17.7226009,23,11.0021,0.0272876,2,100,153,9048.870117,16878
218,109.92336,31.541422,122.3199997,1989,1730.920044,0.0644952,0.344865,0.0033977,0.0029106,44.0205002,42.4263992,0.206265,2.29123,18.2432003,7.3596001,0.0133322,2,100,159,9071.169922,16872.80078
219,109.923676,31.541425,122.4000015,1960,1744.130005,0.0640314,0.357723,-0.0002646,-0.0004741,45.7480011,42.4263992,0.383395,-303.9970093,9.0540504,11.0021,0.0024334,2,100,159,9093.509766,16867.69922
220,109.923992,31.541428,125.6549988,1937,1757.75,0.0635628,0.362561,-0.0014028,0.0015781,43.3362007,42.4263992,0.381411,-45.2456017,8.7837801,11.0021,0.0038966,2,100,159,9115.900391,16862.59961
221,109.924308,31.54143,128.2899933,1914,1771.780029,0.0630896,0.375743,-0.0007551,0.0033942,50.4366989,42.4263992,0.456774,10.3772001,8.1891899,5.8490801,0.0073525,2,100,159,9138.339844,16857.5
222,109.924624,31.541433,134.5189972,1880,1786.199951,0.0626118,0.354621,-0.0035214,0.0006403,54.5102005,234.8529968,0.556828,475.2470093,-6.7027001,4.7974401,0.0087881,2,100,159,9160.80957,16852.59961
223,109.917676,31.541104,128.9909973,2157,1544.339966,0.0662745,0.366922,0.0017509,0.0027716,24.2423992,42.4263992,0.312854,-74.1207962,14.0270004,11.0021,0.0101823,2,100,153,8697.830078,17003.69922
224,109.917992,31.541106,119.9319992,2143,1548.709961,0.0662745,0.41324,-0.0011018,0.0030959,32.4011993,42.4263992,0.309797,90.4776993,10.5676003,3.6835899,0.0051413,2,100,153,8719.269531,16997.59961
225,109.918308,31.541109,124.9919968,2124,1553.640015,0.0662745,0.385123,-0.0038121,0.0030029,39.1376991,84.8527985,0.271797,676.651001,5.5945902,2.48246,0.0052714,2,100,153,8740.769531,16991.59961
226,109.918624,31.541112,133.5310059,2103,1559.130005,0.0662745,0.38976,-0.0017164,0.0010727,42.5998001,84.8527985,0.0028977,-472.2810059,-0.108108,11.4076004,0.0025954,2,100,153,8762.30957,16985.59961
227,109.91894,31.541114,139.2680054,2084,1565.180054,0.0662745,0.399599,0.0019405,-0.0020789,38.3721008,127.2789993,0.611493,95.6594009,-4.05405,5.0141902,0.0052607,2,100,153,8783.910156,16979.69922
228,109.919256,31.541117,143.8419952,2072,1571.780029,0.0662745,0.407948,0.0052365,-0.0030627,28.2227993,127.2789993,0.544501,-6.1877899,-1.78378,11.6952,0.0058116,2,100,153,8805.549805,16973.90039
229,109.919572,31.54112,136.4689941,2065,1578.920044,0.0662745,0.400467,0.0078216,0.0018863,24.6916008,169.7059937,0.372655,-70.8307037,4.4864898,11.9183998,0.0026975,2,100,153,8827.240234,16968.09961
230,109.919888,31.541122,131.6340027,2053,1586.599976,0.0662745,0.389707,-0.0045055,0.0041509,31.0513,169.7059937,0.607672,-57.2551003,4.8648601,11.9183998,0.0068757,2,100,153,8848.980469,16962.30078
231,109.920203,31.541125,140.0420074,2038,1594.800049,0.0662745,0.387119,-0.0050885,0.0024619,38.8167,169.7059937,0.532862,308.0119934,1.4054101,4.2911301,0.0045747,2,100,153,8870.769531,16956.59961
232,109.920519,31.541128,143.8070068,2022,1603.530029,0.0662745,0.393629,-0.001541,-0.0006547,40.2554016,212.1320038,0.448404,-238.5749969,-3.8378401,12.7938995,0.0014248,2,100,153,8892.610352,16951
233,109.920835,31.54113,150.4219971,2008,1612.76001,0.0662745,0.394888,-0.0016938,-0.0023637,35.3391991,114.8529968,1.42801,178.6809998,-7.97297,5.2003102,0.004764,2,100,153,8914.490234,16945.40039
234,109.921151,31.541133,162.6459961,2001,1622.5,0.0662745,0.404045,-0.0011818,-0.0002999,29.1951008,229.7059937,1.08463,552.4299927,-6.91892,5.76618,0.004706,2,100,153,8936.429688,16939.80078
235,109.921467,31.541136,176.0549927,1998,1632.729981,0.0662745,0.428995,-0.0042448,0.0002842,25.8493004,234.8529968,0.326156,339.7059937,-4.2432399,6.1042099,0.0025796,2,100,153,8958.400391,16934.30078
236,109.921783,31.541138,188.1300049,1999,1643.439941,0.0662745,0.430044,-0.0020978,0.0007318,25.2394009,120,0.640502,16.0601997,0.27027,7.2449298,0.0008376,2,100,153,8980.429688,16928.90039
237,109.922099,31.541141,189.4620056,2002,1654.630005,0.0662745,0.4098,0.0018958,0.0012892,26.8803005,90,0.972204,-671.7600098,6.10811,11.6952,0.0022541,2,100,153,9002.5,16923.5
238,109.922415,31.541144,181.7899933,2004,1666.280029,0.0662745,0.400104,0.0033195,0.0014542,28.0841007,60,0.0852417,-17.3306999,12.6757002,11.4076004,0.0069304,2,100,153,9024.620117,16918.09961
239,109.922731,31.541146,161.5650024,2003,1678.390015,0.0662688,0.411745,0.0054461,0.0039575,32.3115005,0,0.912031,37.4656982,19.1350994,3.1789701,0.0178903,2,100,153,9046.780273,16912.80078
240,109.923047,31.541149,141.4989929,1992,1690.949951,0.0658094,0.419236,0.0047074,0.0032508,43.1385002,42.4263992,0.433045,-67.4447021,19.1891994,11.0021,0.0150535,2,100,153,9068.990234,16907.59961
241,109.923363,31.541152,131.3480072,1968,1703.939941,0.0653453,0.414898,0.0037312,-0.0005756,47.9856987,84.8527985,0.405454,104.9219971,11.1892004,4.3463998,0.0047525,2,100,159,9091.240234,16902.40039
242,109.923679,31.541154,123.4250031,1942,1717.349976,0.0648765,0.408135,-0.0004772,-0.0008155,44.9561996,84.8527985,0.291754,132.423996,6.1351399,4.1136098,0.0013637,2,100,159,9113.530273,16897.19922
243,109.923995,31.541157,125.538002,1918,1731.180054,0.064403,0.386101,-0.0037767,0.0028061,48.9161987,84.8527985,0.343462,-399.5950012,5.6756802,11.4076004,0.0047568,2,100,159,9135.870117,16892.19922
244,109.924311,31.54116,129.6439972,1886,1745.420044,0.0639249,0.350402,-0.0010115,0.000999,56.574501,84.8527985,0.397054,2.3210499,-3.8648601,8.1576004,0.0017778,2,100,159,9158.259766,16887.09961
245,109.924627,31.541162,130.9859924,1848,1760.060059,0.0634422,0.292752,-0.0017754,-0.0025536,53.4062004,84.8527985,0.297498,-0.0763199,-23.8918991,11.4076004,0.012941,2,100,159,9180.69043,16882.09961
246,109.917363,31.54083,160.7100067,2155,1510.76001,0.0662745,0.368574,0.0072103,0.002057,19.4512005,0,0.263358,20.5965996,13.2161999,3.7772701,0.0118482,2,100,153,8697.519531,17039.19922
247,109.917679,31.540833,132.3970032,2148,1514.630005,0.0662745,0.372708,0.0034657,0.0034033,27.4328995,42.4263992,0.350984,-67.1258011,13.8919001,11.0021,0.0107028,2,100,153,8718.860352,17033.09961
248,109.917995,31.540836,122.0049973,2132,1519.079956,0.0662745,0.379621,-0.0013339,0.0034787,38.1731987,84.8527985,0.531527,46.1801987,10.5404997,5.1670699,0.0074675,2,100,153,8740.25,17027
249,109.918311,31.540838,124.9919968,2108,1524.109985,0.0662745,0.375044,-0.0029031,0.0019745,45.4888992,84.8527985,0.266732,1399.979981,1.91892,1.7553999,0.0038198,2,100,153,8761.700195,17021
250,109.918627,31.540841,134.326004,2082,1529.709961,0.0662745,0.374622,-0.0029912,-0.0007064,45.0516014,127.2789993,0.97328,218.897995,-7.8108101,4.1863799,0.0050293,2,100,153,8783.19043,17015.09961
251,109.918943,31.540844,147.0310059,2065,1535.869995,0.0662745,0.385723,-0.0007127,-0.0029228,36.3171997,157.279007,0.62988,-1255.319946,-8.7837801,12.3884001,0.0087871,2,100,153,8804.730469,17009.19922
252,109.919259,31.540846,155.0950012,2058,1542.599976,0.0662745,0.405971,0.0024111,-0.0012628,27.2262993,0,1.05831,-52.0564003,-0.513514,10.309,0.0029629,2,100,153,8826.320313,17003.30078
253,109.919575,31.540849,146.7680054,2052,1549.869995,0.0662745,0.393585,0.0033715,0.0023416,30.0207005,169.7059937,0.0000481,-845.75,7.2162199,11.9183998,0.0056043,2,100,153,8847.969727,16997.5
254,109.919891,31.540852,135,2039,1557.689941,0.0662745,0.400678,0.0017856,0.0025956,37.8764,212.1320038,0.515673,32.2504997,6.4324298,6.9123802,0.0040786,2,100,153,8869.660156,16991.80078
255,109.920207,31.540855,135,2019,1566.050049,0.0662745,0.398176,-0.0026189,-0.0004926,40.3154984,212.1320038,0.826413,-104.2990036,-2.2973001,12.1007004,0.0008332,2,100,153,8891.389648,16986.09961
256,109.920523,31.540857,141.3399963,2003,1574.930054,0.0662745,0.390791,-0.0012334,-0.0015259,36.7608986,212.1320038,0.557483,-245.552002,-7.4324298,12.1007004,0.0031638,2,100,153,8913.179688,16980.40039
257,109.920839,31.54086,149.3000031,1991,1584.329956,0.0662745,0.380602,-0.0022053,-0.0015472,31.8097,254.5579987,0.395399,236.7949982,-9.3243198,7.2240801,0.0045575,2,100,153,8935.019531,16974.80078
258,109.921155,31.540863,165.5299988,1984,1594.23999,0.0662745,0.394855,-0.0052962,-0.0014929,28.0841007,259.7059937,0.774276,-86.6536026,-8.0540504,13.0170002,0.0041415,2,100,153,8956.900391,16969.30078
259,109.921471,31.540865,180,1983,1604.650024,0.0662745,0.416653,-0.0022989,-0.0004055,25.7959995,264.8529968,1.23759,328.1799927,-3.43243,6.2869501,0.0013025,2,100,153,8978.830078,16963.80078
260,109.921787,31.540868,183.6909943,1984,1615.550049,0.0662745,0.429223,0.0006249,0.0001625,27.3724003,150,0.795476,-227.7089996,1.1351399,12.1007004,0.0020455,2,100,153,9000.799805,16958.40039
261,109.922103,31.54087,183.0130005,1985,1626.930054,0.0662745,0.41044,0.0005154,0.0011415,32.3833008,120,0.852981,217.6399994,5.3783798,4.6384301,0.0035817,2,100,153,9022.820313,16953
262,109.922419,31.540873,174.5599976,1986,1638.780029,0.0662745,0.422211,0.0039948,0.0021116,35.1136017,90,0.779739,74.586998,11.0270004,5.26302,0.0080397,2,100,153,9044.889648,16947.59961
263,109.922735,31.540876,156.3710022,1981,1651.089966,0.0662745,0.410206,0.0039466,0.0020886,41.1278992,0,0.737744,8.8598099,13.1080999,4.6208701,0.0093773,2,100,153,9067,16942.40039
264,109.923051,31.540878,145.3049927,1965,1663.849976,0.0662745,0.430743,0.0025635,-0.0005187,46.5084991,42.4263992,0.522522,-42.4201012,8.2432404,11.0021,0.003345,2,100,153,9089.160156,16937.09961
265,109.923367,31.540881,137.8619995,1945,1677.050049,0.0661902,0.419771,0.004149,-0.0027878,43.3496017,84.8527985,0.171441,-65.9983978,4.5675702,11.4076004,0.0062122,2,100,159,9111.360352,16931.90039
266,109.923682,31.540884,123.6900024,1927,1690.680054,0.0657164,0.407047,0.0029335,0.0018569,43.875,127.2789993,0.25194,-12.9294996,7.2972999,11.6952,0.0053263,2,100,159,9133.610352,16926.80078
267,109.923998,31.540886,120.6060028,1897,1704.729981,0.0652381,0.428244,-0.0016809,0.001714,53.9701004,127.2789993,0.287571,75.7444992,-0.0540541,5.2476201,0.0040729,2,100,159,9155.900391,16921.69922
268,109.924314,31.540889,124.439003,1856,1719.189941,0.0647551,0.419758,-0.0023315,-0.0019302,54.7430992,127.2789993,0.393609,501.7340088,-20.1891994,3.35691,0.0093256,2,100,159,9178.240234,16916.69922
269,109.92463,31.540892,123.9960022,1827,1734.040039,0.0642676,0.424466,0.0022666,-0.0075838,40.8408012,157.279007,0.102572,0.0223026,-33.1081009,12.3884001,0.0431981,2,100,159,9200.610352,16911.69922
270,109.917366,31.54056,154.5370026,2144,1480.979981,0.0662745,0.385306,0.002294,0.0015308,21.1891994,0,0.302318,-31.0123997,10.1351004,10.309,0.0101576,2,100,153,8718.650391,17068.5
271,109.917682,31.540563,132.7089996,2136,1484.920044,0.0662745,0.385134,0.0010474,0.0031558,30.5289993,42.4263992,0.322158,-73.6128998,11.6216002,11.0021,0.0115861,2,100,153,8739.94043,17062.40039
272,109.917998,31.540565,120.7839966,2118,1489.459961,0.0662745,0.374967,-0.0011913,0.002904,42.3586998,84.8527985,0.653124,1703.670044,7.6216202,1.55908,0.0070684,2,100,153,8761.280273,17056.40039
273,109.918314,31.540568,121.5510025,2089,1494.589966,0.0662745,0.39097,-0.0029999,0.0003341,48.1072006,127.2789993,1.13151,180.1959991,-5,4.38094,0.0033734,2,100,153,8782.679688,17050.40039
274,109.91863,31.540571,130.6009979,2061,1500.300049,0.0662745,0.397929,-0.004764,-0.0026702,42.6745987,127.2789993,0.652617,-445.4500122,-15.9459,11.6952,0.0132126,2,100,153,8804.120117,17044.5
275,109.918946,31.540573,152.0209961,2047,1506.589966,0.0662745,0.395153,-0.0064149,-0.002797,31.1287003,187.279007,0.447456,-115.1969986,-13,12.8739004,0.0095315,2,100,153,8825.610352,17038.59961
276,109.919262,31.540576,159.8639984,2044,1513.439941,0.0662745,0.383898,0.0041707,0.0011468,28.0375996,0,1.0381,-7.2377501,-0.135135,10.309,0.0020531,2,100,153,8847.150391,17032.69922
277,109.919578,31.540579,144.7819977,2036,1520.849976,0.0662745,0.388235,0.0025453,0.0021027,34.7459984,42.4263992,0.595001,11.4457998,5.7027001,5.75107,0.0050154,2,100,153,8868.740234,17026.90039
278,109.919894,31.540581,136.6369934,2020,1528.819946,0.0662745,0.392454,0.001085,-0.0004108,39.5326996,212.1320038,0.48021,-669.1849976,1.78378,12.1007004,0.0012717,2,100,153,8890.379883,17021.19922
279,109.92021,31.540584,133.2100067,2002,1537.339966,0.0662745,0.400643,0.0003631,-0.0018347,37.0387993,254.5579987,0.204933,-163.0980072,-4.6486502,12.2549,0.0017405,2,100,153,8912.070313,17015.5
280,109.920526,31.540587,138.121994,1987,1546.380005,0.0662745,0.368935,-0.0013404,-0.0017814,32.989399,254.5579987,0.921981,-78249.29688,-8.3243198,12.2549,0.0031809,2,100,153,8933.80957,17009.90039
281,109.920842,31.540589,147.8040009,1976,1555.959961,0.0662745,0.37124,-0.0036884,-0.0017091,28.0025997,284.5580139,0.0732654,-217.2949982,-8.9459496,13.5670004,0.0043766,2,100,153,8955.589844,17004.30078
282,109.921158,31.540592,165.4660034,1970,1566.050049,0.0662745,0.397844,-0.0062548,-0.0003173,24.9326992,289.7059937,0.721278,-97.3427963,-6.4594598,13.0815001,0.0030101,2,100,153,8977.419922,16998.80078
283,109.921474,31.540595,176.0549927,1969,1576.640015,0.0662745,0.385454,-0.0004668,0.0005698,25.8493004,294.8529968,0.904933,391.9689941,-1.45946,6.2473102,0.0011012,2,100,153,8999.299805,16993.30078
284,109.92179,31.540597,171.3840027,1968,1587.729981,0.0662745,0.434923,0.0011762,0.0010464,29.0862007,180,0,221.4190063,1.81081,5.2941599,0.0029448,2,100,153,9021.219727,16987.90039
285,109.922106,31.5406,171.673996,1964,1599.310059,0.0662745,0.389022,-0.0032056,0.0003048,34.6293983,150,0.63024,12.9625998,1.83784,7.8238401,0.0034572,2,100,153,9043.200195,16982.5
286,109.922422,31.540603,169.1600037,1962,1611.369995,0.0662745,0.408667,0.0023057,0.0001832,38.5746994,120,0.639847,179.8139954,4.7567601,4.82935,0.003543,2,100,153,9065.209961,16977.19922
287,109.922738,31.540605,155.8209991,1955,1623.880005,0.0662745,0.383451,0.0049789,-0.0006946,41.8349991,0,0.59478,46.1422005,4.97297,2.97067,0.0040595,2,100,153,9087.280273,16971.90039
288,109.923054,31.540608,145.3760071,1940,1636.859985,0.0662745,0.422356,0.0027568,-0.0032459,40.3862991,42.4263992,0.444406,-29.3127995,1.21622,11.0021,0.0056363,2,100,153,9109.389648,16966.69922
289,109.92337,31.540611,137.7259979,1926,1650.27002,0.0662745,0.415429,0.0028476,-0.0019558,36.6236,84.8527985,0.302263,-166.6260071,3.08108,11.4076004,0.0064765,2,100,159,9131.540039,16961.5
290,109.923686,31.540613,122.6190033,1910,1664.119995,0.0662745,0.39497,0.0023952,0.0023418,44.6944008,127.2789993,0.482769,103.5780029,6.1351399,4.93466,0.0084343,2,100,159,9153.740234,16956.40039
291,109.924002,31.540616,113.961998,1876,1678.390015,0.0660679,0.437438,-0.0015265,-0.0002955,52.7103996,169.7059937,0.193217,-225.8959961,-8.1621599,12.5061998,0.0069087,2,100,159,9175.980469,16951.30078
292,109.924318,31.540618,110.2249985,1838,1693.069946,0.0655801,0.460754,-0.0031532,-0.0054471,45.3536987,199.7059937,0.465346,2078.26001,-28.4594994,4.4412198,0.0362727,2,100,159,9198.269531,16946.30078
293,109.924634,31.540621,94.7636032,1819,1708.160034,0.0650878,0.446832,-0.0151391,-0.0075761,21.8698997,229.7059937,0.636527,-76.7889023,-33.5405006,13.3535004,0.0801045,2,100,159,9220.599609,16941.30078
294,109.917369,31.540289,140.1940002,2134,1451.209961,0.0662745,0.361324,-0.0025654,0.0021568,21.3313007,42.4263992,0.300879,-46.5550003,8.2432404,11.0021,0.0108169,2,100,153,8739.839844,17097.90039
295,109.917685,31.540292,126.2539978,2124,1455.229981,0.0662745,0.368806,-0.0005956,0.0029551,31.8003998,42.4263992,0.516052,24.2763004,8.6756802,4.9991899,0.0107766,2,100,153,8761.080078,17091.80078
296,109.918001,31.540295,115.2009964,2104,1459.859985,0.0662745,0.374416,-0.0012129,0.0019468,43.210701,84.8527985,0,-87.5459976,3.48649,11.4076004,0.0065195,2,100,153,8782.370117,17085.80078
297,109.918317,31.540297,112.4789963,2073,1465.089966,0.0662745,0.381813,-0.0035626,-0.0009698,46.2923012,127.2789993,0.405183,-230.378006,-10.5404997,12.2549,0.0072207,2,100,153,8803.709961,17079.80078
298,109.918633,31.5403,118.810997,2046,1470.920044,0.0662745,0.387547,-0.0071673,-0.0034119,37.2655983,169.7059937,0.49118,-166.6349945,-19.7026997,12.7938995,0.0193467,2,100,153,8825.099609,17073.90039
299,109.918949,31.540303,144.2460022,2033,1477.329956,0.0662745,0.392089,-0.010914,-0.0003573,27.1774006,217.279007,0.454456,-1053.079956,-15.1080999,13.1992998,0.0125766,2,100,153,8846.540039,17068
